State,Year,Strain,Cases
Idaho,2023,BYam,0.0
Idaho,2024,BYam,0.0
Illinois,2015,BYam,37.0
Illinois,2016,BYam,80.0
Illinois,2017,BYam,398.0
Illinois,2018,BYam,10.0
Illinois,2019,BYam,0.0
Illinois,2020,BYam,0.0
Illinois,2021,BYam,0.0
Illinois,2022,BYam,0.0
Illinois,2023,BYam,0.0
Illinois,2024,BYam,0.0
Indiana,2015,BYam,19.0
Indiana,2016,BYam,122.0
Indiana,2017,BYam,233.0
Indiana,2018,BYam,7.0
Indiana,2019,BYam,5.0
Indiana,2020,BYam,0.0
Indiana,2021,BYam,0.0
Indiana,2022,BYam,0.0
Indiana,2023,BYam,0.0
Indiana,2024,BYam,0.0
Iowa,2015,BYam,78.0
Iowa,2016,BYam,150.0
Iowa,2017,BYam,480.0
Iowa,2018,BYam,10.0
Iowa,2019,BYam,4.0
Iowa,2020,BYam,0.0
Iowa,2021,BYam,0.0
Iowa,2022,BYam,0.0
Iowa,2023,BYam,0.0
Iowa,2024,BYam,0.0
Kansas,2015,BYam,20.0
Kansas,2016,BYam,10.0
Kansas,2017,BYam,15.0
Kansas,2018,BYam,0.0
Kansas,2019,BYam,0.0
Kansas,2020,BYam,0.0
Kansas,2021,BYam,0.0
Kansas,2022,BYam,0.0
Kansas,2023,BYam,0.0
Kansas,2024,BYam,0.0
Kentucky,2015,BYam,2.0
Kentucky,2016,BYam,9.0
Kentucky,2017,BYam,297.0
Kentucky,2018,BYam,2.0
Kentucky,2019,BYam,3.0
Kentucky,2020,BYam,0.0
Kentucky,2021,BYam,0.0
Kentucky,2022,BYam,0.0
Kentucky,2023,BYam,0.0
Kentucky,2024,BYam,0.0
Louisiana,2015,BYam,0.0
Louisiana,2016,BYam,155.0
Louisiana,2017,BYam,124.0
Louisiana,2018,BYam,0.0
Louisiana,2019,BYam,0.0
Louisiana,2020,BYam,0.0
Louisiana,2021,BYam,0.0
Louisiana,2022,BYam,0.0
Louisiana,2023,BYam,0.0
Louisiana,2024,BYam,0.0
Maine,2015,BYam,0.0
Maine,2016,BYam,53.0
Maine,2017,BYam,115.0
Maine,2018,BYam,4.0
Maine,2019,BYam,4.0
Maine,2020,BYam,0.0
Maine,2021,BYam,0.0
Maine,2022,BYam,0.0
Maine,2023,BYam,0.0
Maine,2024,BYam,0.0
Maryland,2015,BYam,222.0
Maryland,2016,BYam,557.0
Maryland,2017,BYam,760.0
Maryland,2018,BYam,41.0
Maryland,2019,BYam,20.0
Maryland,2020,BYam,0.0
Maryland,2021,BYam,0.0
Maryland,2022,BYam,0.0
Maryland,2023,BYam,0.0
Maryland,2024,BYam,0.0
Massachusetts,2015,BYam,9.0
Massachusetts,2016,BYam,4.0
Massachusetts,2017,BYam,2.0
Massachusetts,2018,BYam,0.0
Massachusetts,2019,BYam,0.0
Massachusetts,2020,BYam,0.0
Massachusetts,2021,BYam,0.0
Massachusetts,2022,BYam,0.0
Massachusetts,2023,BYam,0.0
Massachusetts,2024,BYam,0.0
Michigan,2015,BYam,31.0
Michigan,2016,BYam,145.0
Michigan,2017,BYam,174.0
Michigan,2018,BYam,24.0
Michigan,2019,BYam,0.0
Michigan,2020,BYam,0.0
Michigan,2021,BYam,0.0
Michigan,2022,BYam,0.0
Michigan,2023,BYam,0.0
Michigan,2024,BYam,0.0
Minnesota,2015,BYam,110.0
Minnesota,2016,BYam,808.0
Minnesota,2017,BYam,577.0
Minnesota,2018,BYam,20.0
Minnesota,2019,BYam,27.0
Minnesota,2020,BYam,1.0
Minnesota,2021,BYam,0.0
Minnesota,2022,BYam,0.0
Minnesota,2023,BYam,0.0
Minnesota,2024,BYam,0.0
Mississippi,2015,BYam,9.0
Mississippi,2016,BYam,20.0
Mississippi,2017,BYam,75.0
Mississippi,2018,BYam,2.0
Mississippi,2019,BYam,0.0
Mississippi,2020,BYam,0.0
Mississippi,2021,BYam,0.0
Mississippi,2022,BYam,0.0
Mississippi,2023,BYam,0.0
Mississippi,2024,BYam,0.0
Missouri,2015,BYam,8.0
Missouri,2016,BYam,9.0
Missouri,2017,BYam,104.0
Missouri,2018,BYam,1.0
Missouri,2019,BYam,0.0
Missouri,2020,BYam,0.0
Missouri,2021,BYam,0.0
Missouri,2022,BYam,0.0
Missouri,2023,BYam,0.0
Missouri,2024,BYam,0.0
Montana,2015,BYam,0.0
Montana,2016,BYam,37.0
Montana,2017,BYam,122.0
Montana,2018,BYam,8.0
Montana,2019,BYam,0.0
Montana,2020,BYam,0.0
Montana,2021,BYam,0.0
Montana,2022,BYam,0.0
Montana,2023,BYam,0.0
Montana,2024,BYam,0.0
Nebraska,2015,BYam,4.0
Nebraska,2016,BYam,12.0
Nebraska,2017,BYam,18.0
Nebraska,2018,BYam,3.0
Nebraska,2019,BYam,2.0
Nebraska,2020,BYam,0.0
Nebraska,2021,BYam,0.0
Nebraska,2022,BYam,0.0
Nebraska,2023,BYam,0.0
Nebraska,2024,BYam,0.0
Nevada,2015,BYam,60.0
Nevada,2016,BYam,43.0
Nevada,2017,BYam,222.0
Nevada,2018,BYam,1.0
Nevada,2019,BYam,0.0
Nevada,2020,BYam,0.0
Nevada,2021,BYam,0.0
Nevada,2022,BYam,0.0
Nevada,2023,BYam,0.0
Nevada,2024,BYam,0.0
New Hampshire,2015,BYam,17.0
New Hampshire,2016,BYam,46.0
New Hampshire,2017,BYam,70.0
New Hampshire,2018,BYam,21.0
New Hampshire,2019,BYam,1.0
New Hampshire,2020,BYam,0.0
New Hampshire,2021,BYam,0.0
New Hampshire,2022,BYam,0.0
New Hampshire,2023,BYam,0.0
New Hampshire,2024,BYam,0.0
New Jersey,2015,BYam,8.0
New Jersey,2016,BYam,3.0
New Jersey,2017,BYam,31.0
New Jersey,2018,BYam,0.0
New Jersey,2019,BYam,0.0
New Jersey,2020,BYam,0.0
New Jersey,2021,BYam,0.0
New Jersey,2022,BYam,0.0
New Jersey,2023,BYam,0.0
New Jersey,2024,BYam,0.0
New Mexico,2015,BYam,62.0
New Mexico,2016,BYam,58.0
New Mexico,2017,BYam,280.0
New Mexico,2018,BYam,7.0
New Mexico,2019,BYam,1.0
New Mexico,2020,BYam,2.0
New Mexico,2021,BYam,0.0
New Mexico,2022,BYam,0.0
New Mexico,2023,BYam,0.0
New Mexico,2024,BYam,0.0
New York,2015,BYam,91.0
New York,2016,BYam,164.0
New York,2017,BYam,384.0
New York,2018,BYam,10.0
New York,2019,BYam,23.0
New York,2020,BYam,0.0
New York,2021,BYam,0.0
New York,2022,BYam,0.0
New York,2023,BYam,0.0
New York,2024,BYam,0.0
New York City,2015,BYam,0.0
New York City,2016,BYam,0.0
New York City,2017,BYam,0.0
New York City,2018,BYam,0.0
New York City,2019,BYam,0.0
New York City,2020,BYam,0.0
New York City,2021,BYam,0.0
New York City,2022,BYam,0.0
New York City,2023,BYam,0.0
New York City,2024,BYam,0.0
North Carolina,2015,BYam,22.0
North Carolina,2016,BYam,60.0
North Carolina,2017,BYam,68.0
North Carolina,2018,BYam,4.0
North Carolina,2019,BYam,7.0
North Carolina,2020,BYam,1.0
North Carolina,2021,BYam,0.0
North Carolina,2022,BYam,0.0
North Carolina,2023,BYam,0.0
North Carolina,2024,BYam,0.0
North Dakota,2015,BYam,35.0
North Dakota,2016,BYam,278.0
North Dakota,2017,BYam,214.0
North Dakota,2018,BYam,7.0
North Dakota,2019,BYam,2.0
North Dakota,2020,BYam,0.0
North Dakota,2021,BYam,0.0
North Dakota,2022,BYam,0.0
North Dakota,2023,BYam,0.0
North Dakota,2024,BYam,0.0
Ohio,2015,BYam,42.0
Ohio,2016,BYam,173.0
Ohio,2017,BYam,199.0
Ohio,2018,BYam,9.0
Ohio,2019,BYam,0.0
Ohio,2020,BYam,0.0
Ohio,2021,BYam,0.0
Ohio,2022,BYam,0.0
Ohio,2023,BYam,0.0
Ohio,2024,BYam,0.0
Oklahoma,2015,BYam,11.0
Oklahoma,2016,BYam,62.0
Oklahoma,2017,BYam,60.0
Oklahoma,2018,BYam,2.0
Oklahoma,2019,BYam,0.0
Oklahoma,2020,BYam,0.0
Oklahoma,2021,BYam,0.0
Oklahoma,2022,BYam,0.0
Oklahoma,2023,BYam,0.0
Oklahoma,2024,BYam,0.0
Oregon,2015,BYam,4.0
Oregon,2016,BYam,0.0
Oregon,2017,BYam,4.0
Oregon,2018,BYam,0.0
Oregon,2019,BYam,1.0
Oregon,2020,BYam,1.0
Oregon,2021,BYam,0.0
Oregon,2022,BYam,0.0
Oregon,2023,BYam,0.0
Oregon,2024,BYam,0.0
Pennsylvania,2015,BYam,115.0
Pennsylvania,2016,BYam,50.0
Pennsylvania,2017,BYam,227.0
Pennsylvania,2018,BYam,1.0
Pennsylvania,2019,BYam,1.0
Pennsylvania,2020,BYam,0.0
Pennsylvania,2021,BYam,0.0
Pennsylvania,2022,BYam,0.0
Pennsylvania,2023,BYam,0.0
Pennsylvania,2024,BYam,0.0
Puerto Rico,2015,BYam,142.0
Puerto Rico,2016,BYam,24.0
Puerto Rico,2017,BYam,142.0
Puerto Rico,2018,BYam,2.0
Puerto Rico,2019,BYam,6.0
Puerto Rico,2020,BYam,0.0
Puerto Rico,2021,BYam,0.0
Puerto Rico,2022,BYam,0.0
Puerto Rico,2023,BYam,0.0
Puerto Rico,2024,BYam,0.0
Rhode Island,2015,BYam,31.0
Rhode Island,2016,BYam,66.0
Rhode Island,2017,BYam,38.0
Rhode Island,2018,BYam,1.0
Rhode Island,2019,BYam,0.0
Rhode Island,2020,BYam,0.0
Rhode Island,2021,BYam,0.0
Rhode Island,2022,BYam,0.0
Rhode Island,2023,BYam,0.0
Rhode Island,2024,BYam,0.0
South Carolina,2015,BYam,7.0
South Carolina,2016,BYam,36.0
South Carolina,2017,BYam,60.0
South Carolina,2018,BYam,0.0
South Carolina,2019,BYam,6.0
South Carolina,2020,BYam,0.0
South Carolina,2021,BYam,0.0
South Carolina,2022,BYam,0.0
South Carolina,2023,BYam,0.0
South Carolina,2024,BYam,0.0
South Dakota,2015,BYam,41.0
South Dakota,2016,BYam,206.0
South Dakota,2017,BYam,190.0
South Dakota,2018,BYam,3.0
South Dakota,2019,BYam,3.0
South Dakota,2020,BYam,0.0
South Dakota,2021,BYam,0.0
South Dakota,2022,BYam,0.0
South Dakota,2023,BYam,0.0
South Dakota,2024,BYam,0.0
Tennessee,2015,BYam,0.0
Tennessee,2016,BYam,9.0
Tennessee,2017,BYam,3.0
Tennessee,2018,BYam,0.0
Tennessee,2019,BYam,1.0
Tennessee,2020,BYam,0.0
Tennessee,2021,BYam,0.0
Tennessee,2022,BYam,0.0
Tennessee,2023,BYam,0.0
Tennessee,2024,BYam,0.0
Texas,2015,BYam,83.0
Texas,2016,BYam,115.0
Texas,2017,BYam,78.0
Texas,2018,BYam,12.0
Texas,2019,BYam,0.0
Texas,2020,BYam,0.0
Texas,2021,BYam,0.0
Texas,2022,BYam,0.0
Texas,2023,BYam,0.0
Texas,2024,BYam,0.0
Utah,2015,BYam,345.0
Utah,2016,BYam,128.0
Utah,2017,BYam,249.0
Utah,2018,BYam,1.0
Utah,2019,BYam,6.0
Utah,2020,BYam,0.0
Utah,2021,BYam,0.0
Utah,2022,BYam,0.0
Utah,2023,BYam,0.0
Utah,2024,BYam,0.0
Vermont,2015,BYam,1.0
Vermont,2016,BYam,2.0
Vermont,2017,BYam,0.0
Vermont,2018,BYam,1.0
Vermont,2019,BYam,0.0
Vermont,2020,BYam,0.0
Vermont,2021,BYam,0.0
Vermont,2022,BYam,0.0
Vermont,2023,BYam,0.0
Vermont,2024,BYam,0.0
Virgin Islands,2015,BYam,0.0
Virgin Islands,2016,BYam,0.0
Virgin Islands,2017,BYam,0.0
Virgin Islands,2018,BYam,0.0
Virgin Islands,2019,BYam,0.0
Virgin Islands,2020,BYam,0.0
Virgin Islands,2021,BYam,0.0
Virgin Islands,2022,BYam,0.0
Virgin Islands,2023,BYam,0.0
Virgin Islands,2024,BYam,0.0
Virginia,2015,BYam,5.0
Virginia,2016,BYam,138.0
Virginia,2017,BYam,226.0
Virginia,2018,BYam,18.0
Virginia,2019,BYam,11.0
Virginia,2020,BYam,0.0
Virginia,2021,BYam,0.0
Virginia,2022,BYam,0.0
Virginia,2023,BYam,0.0
Virginia,2024,BYam,0.0
Washington,2015,BYam,128.0
Washington,2016,BYam,53.0
Washington,2017,BYam,132.0
Washington,2018,BYam,4.0
Washington,2019,BYam,3.0
Washington,2020,BYam,0.0
Washington,2021,BYam,0.0
Washington,2022,BYam,0.0
Washington,2023,BYam,0.0
Washington,2024,BYam,0.0
West Virginia,2015,BYam,5.0
West Virginia,2016,BYam,1.0
West Virginia,2017,BYam,134.0
West Virginia,2018,BYam,15.0
West Virginia,2019,BYam,0.0
West Virginia,2020,BYam,0.0
West Virginia,2021,BYam,0.0
West Virginia,2022,BYam,0.0
West Virginia,2023,BYam,0.0
West Virginia,2024,BYam,0.0
Wisconsin,2015,BYam,74.0
Wisconsin,2016,BYam,261.0
Wisconsin,2017,BYam,374.0
Wisconsin,2018,BYam,28.0
Wisconsin,2019,BYam,10.0
Wisconsin,2020,BYam,0.0
Wisconsin,2021,BYam,0.0
Wisconsin,2022,BYam,0.0
Wisconsin,2023,BYam,0.0
Wisconsin,2024,BYam,0.0
Wyoming,2015,BYam,42.0
Wyoming,2016,BYam,29.0
Wyoming,2017,BYam,107.0
Wyoming,2018,BYam,4.0
Wyoming,2019,BYam,0.0
Wyoming,2020,BYam,0.0
Wyoming,2021,BYam,0.0
Wyoming,2022,BYam,0.0
Wyoming,2023,BYam,0.0
Wyoming,2024,BYam,0.0
Alabama,2015,H3N2v,0.0
Alabama,2016,H3N2v,0.0
Alabama,2017,H3N2v,0.0
Alabama,2018,H3N2v,0.0
Alabama,2019,H3N2v,0.0
Alabama,2020,H3N2v,0.0
Alabama,2021,H3N2v,0.0
Alabama,2022,H3N2v,0.0
Alabama,2023,H3N2v,0.0
Alabama,2024,H3N2v,0.0
Alaska,2015,H3N2v,0.0
Alaska,2016,H3N2v,0.0
Alaska,2017,H3N2v,0.0
Alaska,2018,H3N2v,0.0
Alaska,2019,H3N2v,0.0
Alaska,2020,H3N2v,0.0
Alaska,2021,H3N2v,0.0
Alaska,2022,H3N2v,0.0
Alaska,2023,H3N2v,0.0
Alaska,2024,H3N2v,0.0
American Samoa,2015,H3N2v,0.0
American Samoa,2016,H3N2v,0.0
American Samoa,2017,H3N2v,0.0
American Samoa,2018,H3N2v,0.0
American Samoa,2019,H3N2v,0.0
American Samoa,2020,H3N2v,0.0
American Samoa,2021,H3N2v,0.0
American Samoa,2022,H3N2v,0.0
American Samoa,2023,H3N2v,0.0
American Samoa,2024,H3N2v,0.0
Arizona,2015,H3N2v,0.0
Arizona,2016,H3N2v,0.0
Arizona,2017,H3N2v,0.0
Arizona,2018,H3N2v,0.0
Arizona,2019,H3N2v,0.0
Arizona,2020,H3N2v,0.0
Arizona,2021,H3N2v,0.0
Arizona,2022,H3N2v,0.0
Arizona,2023,H3N2v,0.0
Arizona,2024,H3N2v,0.0
Arkansas,2015,H3N2v,0.0
Arkansas,2016,H3N2v,0.0
Arkansas,2017,H3N2v,0.0
Arkansas,2018,H3N2v,0.0
Arkansas,2019,H3N2v,0.0
Arkansas,2020,H3N2v,0.0
Arkansas,2021,H3N2v,0.0
Arkansas,2022,H3N2v,0.0
Arkansas,2023,H3N2v,0.0
Arkansas,2024,H3N2v,0.0
California,2015,H3N2v,0.0
California,2016,H3N2v,0.0
California,2017,H3N2v,0.0
California,2018,H3N2v,0.0
California,2019,H3N2v,0.0
California,2020,H3N2v,0.0
California,2021,H3N2v,0.0
California,2022,H3N2v,0.0
California,2023,H3N2v,0.0
California,2024,H3N2v,0.0
Colorado,2015,H3N2v,0.0
Colorado,2016,H3N2v,0.0
Colorado,2017,H3N2v,0.0
Colorado,2018,H3N2v,0.0
Colorado,2019,H3N2v,0.0
Colorado,2020,H3N2v,0.0
Colorado,2021,H3N2v,0.0
Colorado,2022,H3N2v,0.0
Colorado,2023,H3N2v,1.0
Colorado,2024,H3N2v,0.0
Connecticut,2015,H3N2v,0.0
Connecticut,2016,H3N2v,0.0
Connecticut,2017,H3N2v,0.0
Connecticut,2018,H3N2v,0.0
Connecticut,2019,H3N2v,0.0
Connecticut,2020,H3N2v,0.0
Connecticut,2021,H3N2v,0.0
Connecticut,2022,H3N2v,0.0
Connecticut,2023,H3N2v,0.0
Connecticut,2024,H3N2v,0.0
Delaware,2015,H3N2v,0.0
Delaware,2016,H3N2v,1.0
Delaware,2017,H3N2v,0.0
Delaware,2018,H3N2v,0.0
Delaware,2019,H3N2v,0.0
Delaware,2020,H3N2v,0.0
Delaware,2021,H3N2v,0.0
Delaware,2022,H3N2v,0.0
Delaware,2023,H3N2v,0.0
Delaware,2024,H3N2v,0.0
District of Columbia,2015,H3N2v,0.0
District of Columbia,2016,H3N2v,0.0
District of Columbia,2017,H3N2v,0.0
District of Columbia,2018,H3N2v,0.0
District of Columbia,2019,H3N2v,0.0
District of Columbia,2020,H3N2v,0.0
District of Columbia,2021,H3N2v,0.0
District of Columbia,2022,H3N2v,0.0
District of Columbia,2023,H3N2v,0.0
District of Columbia,2024,H3N2v,0.0
Florida,2015,H3N2v,0.0
Florida,2016,H3N2v,0.0
Florida,2017,H3N2v,0.0
Florida,2018,H3N2v,0.0
Florida,2019,H3N2v,0.0
Florida,2020,H3N2v,0.0
Florida,2021,H3N2v,0.0
Florida,2022,H3N2v,0.0
Florida,2023,H3N2v,0.0
Florida,2024,H3N2v,0.0
Georgia,2015,H3N2v,0.0
Georgia,2016,H3N2v,0.0
Georgia,2017,H3N2v,0.0
Georgia,2018,H3N2v,0.0
Georgia,2019,H3N2v,0.0
Georgia,2020,H3N2v,0.0
Georgia,2021,H3N2v,0.0
Georgia,2022,H3N2v,0.0
Georgia,2023,H3N2v,0.0
Georgia,2024,H3N2v,0.0
Hawaii,2015,H3N2v,0.0
Hawaii,2016,H3N2v,0.0
Hawaii,2017,H3N2v,0.0
Hawaii,2018,H3N2v,0.0
Hawaii,2019,H3N2v,1.0
Hawaii,2020,H3N2v,0.0
Hawaii,2021,H3N2v,0.0
Hawaii,2022,H3N2v,0.0
Hawaii,2023,H3N2v,0.0
Hawaii,2024,H3N2v,0.0
Idaho,2015,H3N2v,0.0
Idaho,2016,H3N2v,0.0
Idaho,2017,H3N2v,0.0
Idaho,2018,H3N2v,0.0
Idaho,2019,H3N2v,0.0
Idaho,2020,H3N2v,0.0
Idaho,2021,H3N2v,0.0
Idaho,2022,H3N2v,0.0
Idaho,2023,H3N2v,0.0
Idaho,2024,H3N2v,0.0
Illinois,2015,H3N2v,0.0
Illinois,2016,H3N2v,0.0
Illinois,2017,H3N2v,0.0
Illinois,2018,H3N2v,0.0
Illinois,2019,H3N2v,0.0
Illinois,2020,H3N2v,0.0
Illinois,2021,H3N2v,0.0
Illinois,2022,H3N2v,0.0
Illinois,2023,H3N2v,0.0
Illinois,2024,H3N2v,0.0
Indiana,2015,H3N2v,0.0
Indiana,2016,H3N2v,0.0
Indiana,2017,H3N2v,1.0
Indiana,2018,H3N2v,0.0
Indiana,2019,H3N2v,0.0
Indiana,2020,H3N2v,0.0
Indiana,2021,H3N2v,0.0
Indiana,2022,H3N2v,0.0
Indiana,2023,H3N2v,0.0
Indiana,2024,H3N2v,0.0
Iowa,2015,H3N2v,0.0
Iowa,2016,H3N2v,0.0
Iowa,2017,H3N2v,1.0
Iowa,2018,H3N2v,0.0
Iowa,2019,H3N2v,0.0
Iowa,2020,H3N2v,1.0
Iowa,2021,H3N2v,0.0
Iowa,2022,H3N2v,0.0
Iowa,2023,H3N2v,0.0
Iowa,2024,H3N2v,0.0
Kansas,2015,H3N2v,0.0
Kansas,2016,H3N2v,0.0
Kansas,2017,H3N2v,0.0
Kansas,2018,H3N2v,0.0
Kansas,2019,H3N2v,0.0
Kansas,2020,H3N2v,0.0
Kansas,2021,H3N2v,0.0
Kansas,2022,H3N2v,0.0
Kansas,2023,H3N2v,0.0
Kansas,2024,H3N2v,0.0
Kentucky,2015,H3N2v,0.0
Kentucky,2016,H3N2v,0.0
Kentucky,2017,H3N2v,0.0
Kentucky,2018,H3N2v,0.0
Kentucky,2019,H3N2v,0.0
Kentucky,2020,H3N2v,0.0
Kentucky,2021,H3N2v,0.0
Kentucky,2022,H3N2v,0.0
Kentucky,2023,H3N2v,0.0
Kentucky,2024,H3N2v,0.0
Louisiana,2015,H3N2v,0.0
Louisiana,2016,H3N2v,0.0
Louisiana,2017,H3N2v,0.0
Louisiana,2018,H3N2v,0.0
Louisiana,2019,H3N2v,0.0
Louisiana,2020,H3N2v,0.0
Louisiana,2021,H3N2v,0.0
Louisiana,2022,H3N2v,0.0
Louisiana,2023,H3N2v,0.0
Louisiana,2024,H3N2v,0.0
Maine,2015,H3N2v,0.0
Maine,2016,H3N2v,0.0
Maine,2017,H3N2v,0.0
Maine,2018,H3N2v,0.0
Maine,2019,H3N2v,0.0
Maine,2020,H3N2v,0.0
Maine,2021,H3N2v,0.0
Maine,2022,H3N2v,0.0
Maine,2023,H3N2v,0.0
Maine,2024,H3N2v,0.0
Maryland,2015,H3N2v,0.0
Maryland,2016,H3N2v,39.0
Maryland,2017,H3N2v,0.0
Maryland,2018,H3N2v,0.0
Maryland,2019,H3N2v,0.0
Maryland,2020,H3N2v,0.0
Maryland,2021,H3N2v,0.0
Maryland,2022,H3N2v,0.0
Maryland,2023,H3N2v,0.0
Maryland,2024,H3N2v,0.0
Massachusetts,2015,H3N2v,0.0
Massachusetts,2016,H3N2v,0.0
Massachusetts,2017,H3N2v,0.0
Massachusetts,2018,H3N2v,0.0
Massachusetts,2019,H3N2v,0.0
Massachusetts,2020,H3N2v,0.0
Massachusetts,2021,H3N2v,0.0
Massachusetts,2022,H3N2v,0.0
Massachusetts,2023,H3N2v,0.0
Massachusetts,2024,H3N2v,0.0
Michigan,2015,H3N2v,12.0
Michigan,2016,H3N2v,1.0
Michigan,2017,H3N2v,0.0
Michigan,2018,H3N2v,0.0
Michigan,2019,H3N2v,0.0
Michigan,2020,H3N2v,0.0
Michigan,2021,H3N2v,1.0
Michigan,2022,H3N2v,1.0
Michigan,2023,H3N2v,0.0
Michigan,2024,H3N2v,0.0
Minnesota,2015,H3N2v,0.0
Minnesota,2016,H3N2v,0.0
Minnesota,2017,H3N2v,0.0
Minnesota,2018,H3N2v,0.0
Minnesota,2019,H3N2v,0.0
Minnesota,2020,H3N2v,0.0
Minnesota,2021,H3N2v,0.0
Minnesota,2022,H3N2v,0.0
Minnesota,2023,H3N2v,2.0
Minnesota,2024,H3N2v,0.0
Mississippi,2015,H3N2v,0.0
Mississippi,2016,H3N2v,0.0
Mississippi,2017,H3N2v,0.0
Mississippi,2018,H3N2v,0.0
Mississippi,2019,H3N2v,0.0
Mississippi,2020,H3N2v,0.0
Mississippi,2021,H3N2v,0.0
Mississippi,2022,H3N2v,0.0
Mississippi,2023,H3N2v,0.0
Mississippi,2024,H3N2v,0.0
Missouri,2015,H3N2v,0.0
Missouri,2016,H3N2v,0.0
Missouri,2017,H3N2v,0.0
Missouri,2018,H3N2v,0.0
Missouri,2019,H3N2v,0.0
Missouri,2020,H3N2v,0.0
Missouri,2021,H3N2v,0.0
Missouri,2022,H3N2v,0.0
Missouri,2023,H3N2v,0.0
Missouri,2024,H3N2v,0.0
Montana,2015,H3N2v,0.0
Montana,2016,H3N2v,0.0
Montana,2017,H3N2v,0.0
Montana,2018,H3N2v,0.0
Montana,2019,H3N2v,0.0
Montana,2020,H3N2v,0.0
Montana,2021,H3N2v,0.0
Montana,2022,H3N2v,0.0
Montana,2023,H3N2v,0.0
Montana,2024,H3N2v,0.0
Nebraska,2015,H3N2v,0.0
Nebraska,2016,H3N2v,0.0
Nebraska,2017,H3N2v,1.0
Nebraska,2018,H3N2v,0.0
Nebraska,2019,H3N2v,0.0
Nebraska,2020,H3N2v,0.0
Nebraska,2021,H3N2v,0.0
Nebraska,2022,H3N2v,0.0
Nebraska,2023,H3N2v,0.0
Nebraska,2024,H3N2v,0.0
Nevada,2015,H3N2v,0.0
Nevada,2016,H3N2v,0.0
Nevada,2017,H3N2v,0.0
Nevada,2018,H3N2v,0.0
Nevada,2019,H3N2v,0.0
Nevada,2020,H3N2v,0.0
Nevada,2021,H3N2v,0.0
Nevada,2022,H3N2v,0.0
Nevada,2023,H3N2v,0.0
Nevada,2024,H3N2v,0.0
New Hampshire,2015,H3N2v,0.0
New Hampshire,2016,H3N2v,0.0
New Hampshire,2017,H3N2v,0.0
New Hampshire,2018,H3N2v,0.0
New Hampshire,2019,H3N2v,0.0
New Hampshire,2020,H3N2v,0.0
New Hampshire,2021,H3N2v,0.0
New Hampshire,2022,H3N2v,0.0
New Hampshire,2023,H3N2v,0.0
New Hampshire,2024,H3N2v,0.0
New Jersey,2015,H3N2v,0.0
New Jersey,2016,H3N2v,0.0
New Jersey,2017,H3N2v,0.0
New Jersey,2018,H3N2v,0.0
New Jersey,2019,H3N2v,0.0
New Jersey,2020,H3N2v,0.0
New Jersey,2021,H3N2v,0.0
New Jersey,2022,H3N2v,0.0
New Jersey,2023,H3N2v,0.0
New Jersey,2024,H3N2v,0.0
New Mexico,2015,H3N2v,0.0
New Mexico,2016,H3N2v,0.0
New Mexico,2017,H3N2v,0.0
New Mexico,2018,H3N2v,0.0
New Mexico,2019,H3N2v,0.0
New Mexico,2020,H3N2v,0.0
New Mexico,2021,H3N2v,0.0
New Mexico,2022,H3N2v,1.0
New Mexico,2023,H3N2v,0.0
New Mexico,2024,H3N2v,0.0
New York,2015,H3N2v,0.0
New York,2016,H3N2v,0.0
New York,2017,H3N2v,0.0
New York,2018,H3N2v,0.0
New York,2019,H3N2v,0.0
New York,2020,H3N2v,0.0
New York,2021,H3N2v,0.0
New York,2022,H3N2v,0.0
New York,2023,H3N2v,0.0
New York,2024,H3N2v,0.0
New York City,2015,H3N2v,0.0
New York City,2016,H3N2v,0.0
New York City,2017,H3N2v,0.0
New York City,2018,H3N2v,0.0
New York City,2019,H3N2v,0.0
New York City,2020,H3N2v,0.0
New York City,2021,H3N2v,0.0
New York City,2022,H3N2v,0.0
New York City,2023,H3N2v,0.0
New York City,2024,H3N2v,0.0
North Carolina,2015,H3N2v,0.0
North Carolina,2016,H3N2v,0.0
North Carolina,2017,H3N2v,0.0
North Carolina,2018,H3N2v,0.0
North Carolina,2019,H3N2v,0.0
North Carolina,2020,H3N2v,0.0
North Carolina,2021,H3N2v,0.0
North Carolina,2022,H3N2v,0.0
North Carolina,2023,H3N2v,0.0
North Carolina,2024,H3N2v,0.0
North Dakota,2015,H3N2v,0.0
North Dakota,2016,H3N2v,1.0
North Dakota,2017,H3N2v,0.0
North Dakota,2018,H3N2v,0.0
North Dakota,2019,H3N2v,0.0
North Dakota,2020,H3N2v,0.0
North Dakota,2021,H3N2v,0.0
North Dakota,2022,H3N2v,0.0
North Dakota,2023,H3N2v,0.0
North Dakota,2024,H3N2v,0.0
Ohio,2015,H3N2v,6.0
Ohio,2016,H3N2v,15.0
Ohio,2017,H3N2v,0.0
Ohio,2018,H3N2v,0.0
Ohio,2019,H3N2v,0.0
Ohio,2020,H3N2v,0.0
Ohio,2021,H3N2v,1.0
Ohio,2022,H3N2v,0.0
Ohio,2023,H3N2v,0.0
Ohio,2024,H3N2v,0.0
Oklahoma,2015,H3N2v,0.0
Oklahoma,2016,H3N2v,0.0
Oklahoma,2017,H3N2v,0.0
Oklahoma,2018,H3N2v,0.0
Oklahoma,2019,H3N2v,0.0
Oklahoma,2020,H3N2v,0.0
Oklahoma,2021,H3N2v,0.0
Oklahoma,2022,H3N2v,0.0
Oklahoma,2023,H3N2v,0.0
Oklahoma,2024,H3N2v,0.0
