State,Year,Strain,Cases
Massachusetts,2020,A_Subtype_Not_Performed,0.0
Massachusetts,2021,A_Subtype_Not_Performed,3.0
Massachusetts,2022,A_Subtype_Not_Performed,2.0
Massachusetts,2023,A_Subtype_Not_Performed,5.0
Massachusetts,2024,A_Subtype_Not_Performed,20.0
Michigan,2015,A_Subtype_Not_Performed,0.0
Michigan,2016,A_Subtype_Not_Performed,0.0
Michigan,2017,A_Subtype_Not_Performed,3.0
Michigan,2018,A_Subtype_Not_Performed,7.0
Michigan,2019,A_Subtype_Not_Performed,6.0
Michigan,2020,A_Subtype_Not_Performed,0.0
Michigan,2021,A_Subtype_Not_Performed,3.0
Michigan,2022,A_Subtype_Not_Performed,7.0
Michigan,2023,A_Subtype_Not_Performed,8.0
Michigan,2024,A_Subtype_Not_Performed,81.0
Minnesota,2015,A_Subtype_Not_Performed,60.0
Minnesota,2016,A_Subtype_Not_Performed,25.0
Minnesota,2017,A_Subtype_Not_Performed,73.0
Minnesota,2018,A_Subtype_Not_Performed,60.0
Minnesota,2019,A_Subtype_Not_Performed,73.0
Minnesota,2020,A_Subtype_Not_Performed,4.0
Minnesota,2021,A_Subtype_Not_Performed,22.0
Minnesota,2022,A_Subtype_Not_Performed,56.0
Minnesota,2023,A_Subtype_Not_Performed,387.0
Minnesota,2024,A_Subtype_Not_Performed,783.0
Mississippi,2015,A_Subtype_Not_Performed,0.0
Mississippi,2016,A_Subtype_Not_Performed,0.0
Mississippi,2017,A_Subtype_Not_Performed,0.0
Mississippi,2018,A_Subtype_Not_Performed,0.0
Mississippi,2019,A_Subtype_Not_Performed,0.0
Mississippi,2020,A_Subtype_Not_Performed,0.0
Mississippi,2021,A_Subtype_Not_Performed,0.0
Mississippi,2022,A_Subtype_Not_Performed,0.0
Mississippi,2023,A_Subtype_Not_Performed,7.0
Mississippi,2024,A_Subtype_Not_Performed,42.0
Missouri,2015,A_Subtype_Not_Performed,0.0
Missouri,2016,A_Subtype_Not_Performed,2.0
Missouri,2017,A_Subtype_Not_Performed,0.0
Missouri,2018,A_Subtype_Not_Performed,0.0
Missouri,2019,A_Subtype_Not_Performed,0.0
Missouri,2020,A_Subtype_Not_Performed,0.0
Missouri,2021,A_Subtype_Not_Performed,34.0
Missouri,2022,A_Subtype_Not_Performed,20.0
Missouri,2023,A_Subtype_Not_Performed,26.0
Missouri,2024,A_Subtype_Not_Performed,96.0
Montana,2015,A_Subtype_Not_Performed,0.0
Montana,2016,A_Subtype_Not_Performed,2.0
Montana,2017,A_Subtype_Not_Performed,7.0
Montana,2018,A_Subtype_Not_Performed,7.0
Montana,2019,A_Subtype_Not_Performed,2.0
Montana,2020,A_Subtype_Not_Performed,0.0
Montana,2021,A_Subtype_Not_Performed,1.0
Montana,2022,A_Subtype_Not_Performed,6.0
Montana,2023,A_Subtype_Not_Performed,1.0
Montana,2024,A_Subtype_Not_Performed,4.0
Nebraska,2015,A_Subtype_Not_Performed,4.0
Nebraska,2016,A_Subtype_Not_Performed,2.0
Nebraska,2017,A_Subtype_Not_Performed,1.0
Nebraska,2018,A_Subtype_Not_Performed,8.0
Nebraska,2019,A_Subtype_Not_Performed,0.0
Nebraska,2020,A_Subtype_Not_Performed,5.0
Nebraska,2021,A_Subtype_Not_Performed,574.0
Nebraska,2022,A_Subtype_Not_Performed,196.0
Nebraska,2023,A_Subtype_Not_Performed,23.0
Nebraska,2024,A_Subtype_Not_Performed,278.0
Nevada,2015,A_Subtype_Not_Performed,2.0
Nevada,2016,A_Subtype_Not_Performed,0.0
Nevada,2017,A_Subtype_Not_Performed,0.0
Nevada,2018,A_Subtype_Not_Performed,2.0
Nevada,2019,A_Subtype_Not_Performed,3.0
Nevada,2020,A_Subtype_Not_Performed,16.0
Nevada,2021,A_Subtype_Not_Performed,458.0
Nevada,2022,A_Subtype_Not_Performed,259.0
Nevada,2023,A_Subtype_Not_Performed,1539.0
Nevada,2024,A_Subtype_Not_Performed,67.0
New Hampshire,2015,A_Subtype_Not_Performed,3.0
New Hampshire,2016,A_Subtype_Not_Performed,1.0
New Hampshire,2017,A_Subtype_Not_Performed,4.0
New Hampshire,2018,A_Subtype_Not_Performed,3.0
New Hampshire,2019,A_Subtype_Not_Performed,3.0
New Hampshire,2020,A_Subtype_Not_Performed,0.0
New Hampshire,2021,A_Subtype_Not_Performed,2.0
New Hampshire,2022,A_Subtype_Not_Performed,6.0
New Hampshire,2023,A_Subtype_Not_Performed,172.0
New Hampshire,2024,A_Subtype_Not_Performed,586.0
New Jersey,2015,A_Subtype_Not_Performed,2.0
New Jersey,2016,A_Subtype_Not_Performed,1.0
New Jersey,2017,A_Subtype_Not_Performed,1.0
New Jersey,2018,A_Subtype_Not_Performed,1.0
New Jersey,2019,A_Subtype_Not_Performed,3.0
New Jersey,2020,A_Subtype_Not_Performed,0.0
New Jersey,2021,A_Subtype_Not_Performed,16.0
New Jersey,2022,A_Subtype_Not_Performed,9.0
New Jersey,2023,A_Subtype_Not_Performed,15.0
New Jersey,2024,A_Subtype_Not_Performed,25.0
New Mexico,2015,A_Subtype_Not_Performed,8.0
New Mexico,2016,A_Subtype_Not_Performed,1.0
New Mexico,2017,A_Subtype_Not_Performed,2.0
New Mexico,2018,A_Subtype_Not_Performed,9.0
New Mexico,2019,A_Subtype_Not_Performed,6.0
New Mexico,2020,A_Subtype_Not_Performed,0.0
New Mexico,2021,A_Subtype_Not_Performed,8.0
New Mexico,2022,A_Subtype_Not_Performed,60.0
New Mexico,2023,A_Subtype_Not_Performed,17.0
New Mexico,2024,A_Subtype_Not_Performed,22.0
New York,2015,A_Subtype_Not_Performed,30.0
New York,2016,A_Subtype_Not_Performed,17.0
New York,2017,A_Subtype_Not_Performed,18.0
New York,2018,A_Subtype_Not_Performed,60.0
New York,2019,A_Subtype_Not_Performed,9.0
New York,2020,A_Subtype_Not_Performed,1.0
New York,2021,A_Subtype_Not_Performed,389.0
New York,2022,A_Subtype_Not_Performed,461.0
New York,2023,A_Subtype_Not_Performed,290.0
New York,2024,A_Subtype_Not_Performed,526.0
New York City,2015,A_Subtype_Not_Performed,0.0
New York City,2016,A_Subtype_Not_Performed,0.0
New York City,2017,A_Subtype_Not_Performed,0.0
New York City,2018,A_Subtype_Not_Performed,0.0
New York City,2019,A_Subtype_Not_Performed,0.0
New York City,2020,A_Subtype_Not_Performed,0.0
New York City,2021,A_Subtype_Not_Performed,0.0
New York City,2022,A_Subtype_Not_Performed,0.0
New York City,2023,A_Subtype_Not_Performed,0.0
New York City,2024,A_Subtype_Not_Performed,0.0
North Carolina,2015,A_Subtype_Not_Performed,1.0
North Carolina,2016,A_Subtype_Not_Performed,3.0
North Carolina,2017,A_Subtype_Not_Performed,1.0
North Carolina,2018,A_Subtype_Not_Performed,11.0
North Carolina,2019,A_Subtype_Not_Performed,1.0
North Carolina,2020,A_Subtype_Not_Performed,8.0
North Carolina,2021,A_Subtype_Not_Performed,2.0
North Carolina,2022,A_Subtype_Not_Performed,8.0
North Carolina,2023,A_Subtype_Not_Performed,5.0
North Carolina,2024,A_Subtype_Not_Performed,81.0
North Dakota,2015,A_Subtype_Not_Performed,0.0
North Dakota,2016,A_Subtype_Not_Performed,1.0
North Dakota,2017,A_Subtype_Not_Performed,5.0
North Dakota,2018,A_Subtype_Not_Performed,5.0
North Dakota,2019,A_Subtype_Not_Performed,3.0
North Dakota,2020,A_Subtype_Not_Performed,0.0
North Dakota,2021,A_Subtype_Not_Performed,6.0
North Dakota,2022,A_Subtype_Not_Performed,1.0
North Dakota,2023,A_Subtype_Not_Performed,12.0
North Dakota,2024,A_Subtype_Not_Performed,1.0
Ohio,2015,A_Subtype_Not_Performed,3.0
Ohio,2016,A_Subtype_Not_Performed,8.0
Ohio,2017,A_Subtype_Not_Performed,9.0
Ohio,2018,A_Subtype_Not_Performed,6.0
Ohio,2019,A_Subtype_Not_Performed,5.0
Ohio,2020,A_Subtype_Not_Performed,5.0
Ohio,2021,A_Subtype_Not_Performed,21.0
Ohio,2022,A_Subtype_Not_Performed,4.0
Ohio,2023,A_Subtype_Not_Performed,3.0
Ohio,2024,A_Subtype_Not_Performed,9.0
Oklahoma,2015,A_Subtype_Not_Performed,0.0
Oklahoma,2016,A_Subtype_Not_Performed,0.0
Oklahoma,2017,A_Subtype_Not_Performed,1.0
Oklahoma,2018,A_Subtype_Not_Performed,0.0
Oklahoma,2019,A_Subtype_Not_Performed,4.0
Oklahoma,2020,A_Subtype_Not_Performed,1.0
Oklahoma,2021,A_Subtype_Not_Performed,5.0
Oklahoma,2022,A_Subtype_Not_Performed,1.0
Oklahoma,2023,A_Subtype_Not_Performed,2.0
Oklahoma,2024,A_Subtype_Not_Performed,34.0
Oregon,2015,A_Subtype_Not_Performed,3.0
Oregon,2016,A_Subtype_Not_Performed,1.0
Oregon,2017,A_Subtype_Not_Performed,1.0
Oregon,2018,A_Subtype_Not_Performed,0.0
Oregon,2019,A_Subtype_Not_Performed,0.0
Oregon,2020,A_Subtype_Not_Performed,0.0
Oregon,2021,A_Subtype_Not_Performed,5.0
Oregon,2022,A_Subtype_Not_Performed,36.0
Oregon,2023,A_Subtype_Not_Performed,20.0
Oregon,2024,A_Subtype_Not_Performed,39.0
Pennsylvania,2015,A_Subtype_Not_Performed,16.0
Pennsylvania,2016,A_Subtype_Not_Performed,9.0
Pennsylvania,2017,A_Subtype_Not_Performed,5.0
Pennsylvania,2018,A_Subtype_Not_Performed,36.0
Pennsylvania,2019,A_Subtype_Not_Performed,8.0
Pennsylvania,2020,A_Subtype_Not_Performed,0.0
Pennsylvania,2021,A_Subtype_Not_Performed,158.0
Pennsylvania,2022,A_Subtype_Not_Performed,43.0
Pennsylvania,2023,A_Subtype_Not_Performed,52.0
Pennsylvania,2024,A_Subtype_Not_Performed,136.0
Puerto Rico,2015,A_Subtype_Not_Performed,4.0
Puerto Rico,2016,A_Subtype_Not_Performed,0.0
Puerto Rico,2017,A_Subtype_Not_Performed,0.0
Puerto Rico,2018,A_Subtype_Not_Performed,0.0
Puerto Rico,2019,A_Subtype_Not_Performed,0.0
Puerto Rico,2020,A_Subtype_Not_Performed,0.0
Puerto Rico,2021,A_Subtype_Not_Performed,0.0
Puerto Rico,2022,A_Subtype_Not_Performed,19.0
Puerto Rico,2023,A_Subtype_Not_Performed,4.0
Puerto Rico,2024,A_Subtype_Not_Performed,1.0
Rhode Island,2015,A_Subtype_Not_Performed,0.0
Rhode Island,2016,A_Subtype_Not_Performed,0.0
Rhode Island,2017,A_Subtype_Not_Performed,0.0
Rhode Island,2018,A_Subtype_Not_Performed,3.0
Rhode Island,2019,A_Subtype_Not_Performed,3.0
Rhode Island,2020,A_Subtype_Not_Performed,0.0
Rhode Island,2021,A_Subtype_Not_Performed,242.0
Rhode Island,2022,A_Subtype_Not_Performed,1383.0
Rhode Island,2023,A_Subtype_Not_Performed,247.0
Rhode Island,2024,A_Subtype_Not_Performed,358.0
South Carolina,2015,A_Subtype_Not_Performed,1.0
South Carolina,2016,A_Subtype_Not_Performed,2.0
South Carolina,2017,A_Subtype_Not_Performed,0.0
South Carolina,2018,A_Subtype_Not_Performed,0.0
South Carolina,2019,A_Subtype_Not_Performed,4.0
South Carolina,2020,A_Subtype_Not_Performed,0.0
South Carolina,2021,A_Subtype_Not_Performed,98.0
South Carolina,2022,A_Subtype_Not_Performed,60.0
South Carolina,2023,A_Subtype_Not_Performed,23.0
South Carolina,2024,A_Subtype_Not_Performed,9.0
South Dakota,2015,A_Subtype_Not_Performed,3.0
South Dakota,2016,A_Subtype_Not_Performed,16.0
South Dakota,2017,A_Subtype_Not_Performed,4.0
South Dakota,2018,A_Subtype_Not_Performed,21.0
South Dakota,2019,A_Subtype_Not_Performed,13.0
South Dakota,2020,A_Subtype_Not_Performed,0.0
South Dakota,2021,A_Subtype_Not_Performed,225.0
South Dakota,2022,A_Subtype_Not_Performed,15.0
South Dakota,2023,A_Subtype_Not_Performed,29.0
South Dakota,2024,A_Subtype_Not_Performed,55.0
Tennessee,2015,A_Subtype_Not_Performed,0.0
Tennessee,2016,A_Subtype_Not_Performed,29.0
Tennessee,2017,A_Subtype_Not_Performed,61.0
Tennessee,2018,A_Subtype_Not_Performed,8.0
Tennessee,2019,A_Subtype_Not_Performed,1.0
Tennessee,2020,A_Subtype_Not_Performed,0.0
Tennessee,2021,A_Subtype_Not_Performed,2.0
Tennessee,2022,A_Subtype_Not_Performed,13.0
Tennessee,2023,A_Subtype_Not_Performed,5.0
Tennessee,2024,A_Subtype_Not_Performed,1238.0
Texas,2015,A_Subtype_Not_Performed,13.0
Texas,2016,A_Subtype_Not_Performed,5.0
Texas,2017,A_Subtype_Not_Performed,2.0
Texas,2018,A_Subtype_Not_Performed,14.0
Texas,2019,A_Subtype_Not_Performed,12.0
Texas,2020,A_Subtype_Not_Performed,3.0
Texas,2021,A_Subtype_Not_Performed,184.0
Texas,2022,A_Subtype_Not_Performed,11.0
Texas,2023,A_Subtype_Not_Performed,13.0
Texas,2024,A_Subtype_Not_Performed,30.0
Utah,2015,A_Subtype_Not_Performed,1.0
Utah,2016,A_Subtype_Not_Performed,0.0
Utah,2017,A_Subtype_Not_Performed,1.0
Utah,2018,A_Subtype_Not_Performed,15.0
Utah,2019,A_Subtype_Not_Performed,3.0
Utah,2020,A_Subtype_Not_Performed,0.0
Utah,2021,A_Subtype_Not_Performed,0.0
Utah,2022,A_Subtype_Not_Performed,0.0
Utah,2023,A_Subtype_Not_Performed,0.0
Utah,2024,A_Subtype_Not_Performed,0.0
Vermont,2015,A_Subtype_Not_Performed,0.0
Vermont,2016,A_Subtype_Not_Performed,0.0
Vermont,2017,A_Subtype_Not_Performed,0.0
Vermont,2018,A_Subtype_Not_Performed,7.0
Vermont,2019,A_Subtype_Not_Performed,1.0
Vermont,2020,A_Subtype_Not_Performed,0.0
Vermont,2021,A_Subtype_Not_Performed,2.0
Vermont,2022,A_Subtype_Not_Performed,2.0
Vermont,2023,A_Subtype_Not_Performed,13.0
Vermont,2024,A_Subtype_Not_Performed,5.0
Virgin Islands,2015,A_Subtype_Not_Performed,0.0
Virgin Islands,2016,A_Subtype_Not_Performed,0.0
Virgin Islands,2017,A_Subtype_Not_Performed,0.0
Virgin Islands,2018,A_Subtype_Not_Performed,0.0
Virgin Islands,2019,A_Subtype_Not_Performed,0.0
Virgin Islands,2020,A_Subtype_Not_Performed,0.0
Virgin Islands,2021,A_Subtype_Not_Performed,0.0
Virgin Islands,2022,A_Subtype_Not_Performed,0.0
Virgin Islands,2023,A_Subtype_Not_Performed,0.0
Virgin Islands,2024,A_Subtype_Not_Performed,0.0
Virginia,2015,A_Subtype_Not_Performed,0.0
Virginia,2016,A_Subtype_Not_Performed,1.0
Virginia,2017,A_Subtype_Not_Performed,0.0
Virginia,2018,A_Subtype_Not_Performed,8.0
Virginia,2019,A_Subtype_Not_Performed,6.0
Virginia,2020,A_Subtype_Not_Performed,1.0
Virginia,2021,A_Subtype_Not_Performed,6.0
Virginia,2022,A_Subtype_Not_Performed,16.0
Virginia,2023,A_Subtype_Not_Performed,7.0
Virginia,2024,A_Subtype_Not_Performed,20.0
Washington,2015,A_Subtype_Not_Performed,7.0
Washington,2016,A_Subtype_Not_Performed,7.0
Washington,2017,A_Subtype_Not_Performed,6.0
Washington,2018,A_Subtype_Not_Performed,14.0
Washington,2019,A_Subtype_Not_Performed,35.0
Washington,2020,A_Subtype_Not_Performed,2.0
Washington,2021,A_Subtype_Not_Performed,45.0
Washington,2022,A_Subtype_Not_Performed,155.0
Washington,2023,A_Subtype_Not_Performed,50.0
Washington,2024,A_Subtype_Not_Performed,198.0
West Virginia,2015,A_Subtype_Not_Performed,8.0
West Virginia,2016,A_Subtype_Not_Performed,0.0
West Virginia,2017,A_Subtype_Not_Performed,0.0
West Virginia,2018,A_Subtype_Not_Performed,0.0
West Virginia,2019,A_Subtype_Not_Performed,4.0
West Virginia,2020,A_Subtype_Not_Performed,0.0
West Virginia,2021,A_Subtype_Not_Performed,0.0
West Virginia,2022,A_Subtype_Not_Performed,11.0
West Virginia,2023,A_Subtype_Not_Performed,12.0
West Virginia,2024,A_Subtype_Not_Performed,35.0
Wisconsin,2015,A_Subtype_Not_Performed,28.0
Wisconsin,2016,A_Subtype_Not_Performed,11.0
Wisconsin,2017,A_Subtype_Not_Performed,9.0
Wisconsin,2018,A_Subtype_Not_Performed,47.0
Wisconsin,2019,A_Subtype_Not_Performed,138.0
Wisconsin,2020,A_Subtype_Not_Performed,3.0
Wisconsin,2021,A_Subtype_Not_Performed,110.0
Wisconsin,2022,A_Subtype_Not_Performed,42.0
Wisconsin,2023,A_Subtype_Not_Performed,68.0
Wisconsin,2024,A_Subtype_Not_Performed,54.0
Wyoming,2015,A_Subtype_Not_Performed,1.0
Wyoming,2016,A_Subtype_Not_Performed,3.0
Wyoming,2017,A_Subtype_Not_Performed,1.0
Wyoming,2018,A_Subtype_Not_Performed,1.0
Wyoming,2019,A_Subtype_Not_Performed,2.0
Wyoming,2020,A_Subtype_Not_Performed,59.0
Wyoming,2021,A_Subtype_Not_Performed,898.0
Wyoming,2022,A_Subtype_Not_Performed,188.0
Wyoming,2023,A_Subtype_Not_Performed,45.0
Wyoming,2024,A_Subtype_Not_Performed,28.0
Alabama,2015,B,2.0
Alabama,2016,B,2.0
Alabama,2017,B,7.0
Alabama,2018,B,1.0
Alabama,2019,B,5.0
Alabama,2020,B,5.0
Alabama,2021,B,4.0
Alabama,2022,B,0.0
Alabama,2023,B,0.0
Alabama,2024,B,4.0
Alaska,2015,B,231.0
Alaska,2016,B,252.0
Alaska,2017,B,347.0
Alaska,2018,B,98.0
Alaska,2019,B,375.0
Alaska,2020,B,2.0
Alaska,2021,B,5.0
Alaska,2022,B,3.0
Alaska,2023,B,1.0
Alaska,2024,B,13.0
American Samoa,2015,B,0.0
American Samoa,2016,B,0.0
American Samoa,2017,B,0.0
American Samoa,2018,B,0.0
American Samoa,2019,B,0.0
American Samoa,2020,B,0.0
American Samoa,2021,B,0.0
American Samoa,2022,B,0.0
American Samoa,2023,B,0.0
American Samoa,2024,B,0.0
Arizona,2015,B,13.0
Arizona,2016,B,5.0
Arizona,2017,B,8.0
Arizona,2018,B,0.0
Arizona,2019,B,38.0
Arizona,2020,B,0.0
Arizona,2021,B,1.0
Arizona,2022,B,6.0
Arizona,2023,B,5.0
Arizona,2024,B,4.0
Arkansas,2015,B,1.0
Arkansas,2016,B,0.0
Arkansas,2017,B,19.0
Arkansas,2018,B,0.0
Arkansas,2019,B,54.0
Arkansas,2020,B,0.0
Arkansas,2021,B,5.0
Arkansas,2022,B,4.0
Arkansas,2023,B,6.0
Arkansas,2024,B,2.0
California,2015,B,775.0
California,2016,B,116.0
California,2017,B,702.0
California,2018,B,36.0
California,2019,B,475.0
California,2020,B,6.0
California,2021,B,35.0
California,2022,B,26.0
California,2023,B,109.0
California,2024,B,137.0
Colorado,2015,B,13.0
Colorado,2016,B,4.0
Colorado,2017,B,19.0
Colorado,2018,B,5.0
Colorado,2019,B,145.0
Colorado,2020,B,0.0
Colorado,2021,B,0.0
Colorado,2022,B,0.0
Colorado,2023,B,14.0
Colorado,2024,B,12.0
Connecticut,2015,B,185.0
Connecticut,2016,B,0.0
Connecticut,2017,B,1.0
Connecticut,2018,B,1.0
Connecticut,2019,B,2.0
Connecticut,2020,B,0.0
Connecticut,2021,B,0.0
Connecticut,2022,B,2.0
Connecticut,2023,B,5.0
Connecticut,2024,B,200.0
Delaware,2015,B,8.0
Delaware,2016,B,11.0
Delaware,2017,B,24.0
Delaware,2018,B,4.0
Delaware,2019,B,44.0
Delaware,2020,B,0.0
Delaware,2021,B,1.0
Delaware,2022,B,0.0
Delaware,2023,B,20.0
Delaware,2024,B,15.0
District of Columbia,2015,B,7.0
District of Columbia,2016,B,3.0
District of Columbia,2017,B,0.0
District of Columbia,2018,B,1.0
District of Columbia,2019,B,0.0
District of Columbia,2020,B,0.0
District of Columbia,2021,B,1.0
District of Columbia,2022,B,1.0
District of Columbia,2023,B,5.0
District of Columbia,2024,B,0.0
Florida,2015,B,300.0
Florida,2016,B,283.0
Florida,2017,B,363.0
Florida,2018,B,5.0
Florida,2019,B,53.0
Florida,2020,B,1.0
Florida,2021,B,0.0
Florida,2022,B,2.0
Florida,2023,B,12.0
Florida,2024,B,46.0
Georgia,2015,B,19.0
Georgia,2016,B,34.0
Georgia,2017,B,38.0
Georgia,2018,B,2.0
Georgia,2019,B,54.0
Georgia,2020,B,0.0
Georgia,2021,B,1.0
Georgia,2022,B,3.0
Georgia,2023,B,24.0
Georgia,2024,B,21.0
Hawaii,2015,B,28.0
Hawaii,2016,B,7.0
Hawaii,2017,B,8.0
Hawaii,2018,B,2.0
Hawaii,2019,B,3.0
Hawaii,2020,B,0.0
Hawaii,2021,B,0.0
Hawaii,2022,B,14.0
Hawaii,2023,B,5.0
Hawaii,2024,B,2.0
Idaho,2015,B,0.0
Idaho,2016,B,1.0
Idaho,2017,B,6.0
Idaho,2018,B,1.0
Idaho,2019,B,49.0
Idaho,2020,B,0.0
Idaho,2021,B,1.0
Idaho,2022,B,2.0
Idaho,2023,B,2.0
Idaho,2024,B,3.0
Illinois,2015,B,1.0
Illinois,2016,B,3.0
Illinois,2017,B,22.0
Illinois,2018,B,0.0
Illinois,2019,B,173.0
Illinois,2020,B,0.0
Illinois,2021,B,1.0
Illinois,2022,B,1.0
Illinois,2023,B,41.0
Illinois,2024,B,11.0
Indiana,2015,B,15.0
Indiana,2016,B,2.0
Indiana,2017,B,11.0
Indiana,2018,B,0.0
Indiana,2019,B,28.0
Indiana,2020,B,0.0
Indiana,2021,B,0.0
Indiana,2022,B,0.0
Indiana,2023,B,1.0
Indiana,2024,B,0.0
Iowa,2015,B,0.0
Iowa,2016,B,7.0
Iowa,2017,B,2.0
Iowa,2018,B,1.0
Iowa,2019,B,10.0
Iowa,2020,B,0.0
Iowa,2021,B,0.0
Iowa,2022,B,4.0
Iowa,2023,B,5.0
Iowa,2024,B,88.0
Kansas,2015,B,2.0
Kansas,2016,B,15.0
Kansas,2017,B,21.0
Kansas,2018,B,0.0
Kansas,2019,B,21.0
Kansas,2020,B,0.0
Kansas,2021,B,2.0
Kansas,2022,B,2.0
Kansas,2023,B,3.0
Kansas,2024,B,0.0
Kentucky,2015,B,74.0
Kentucky,2016,B,57.0
Kentucky,2017,B,14.0
Kentucky,2018,B,0.0
Kentucky,2019,B,8.0
Kentucky,2020,B,0.0
Kentucky,2021,B,0.0
Kentucky,2022,B,0.0
Kentucky,2023,B,1.0
Kentucky,2024,B,0.0
Louisiana,2015,B,100.0
Louisiana,2016,B,33.0
Louisiana,2017,B,48.0
Louisiana,2018,B,45.0
Louisiana,2019,B,5.0
Louisiana,2020,B,0.0
Louisiana,2021,B,0.0
Louisiana,2022,B,5.0
Louisiana,2023,B,18.0
Louisiana,2024,B,1.0
Maine,2015,B,69.0
Maine,2016,B,137.0
Maine,2017,B,0.0
Maine,2018,B,0.0
Maine,2019,B,3.0
Maine,2020,B,1.0
Maine,2021,B,0.0
Maine,2022,B,1.0
Maine,2023,B,1.0
Maine,2024,B,174.0
Maryland,2015,B,0.0
Maryland,2016,B,16.0
Maryland,2017,B,10.0
Maryland,2018,B,1.0
Maryland,2019,B,18.0
Maryland,2020,B,0.0
Maryland,2021,B,0.0
Maryland,2022,B,0.0
Maryland,2023,B,12.0
Maryland,2024,B,19.0
Massachusetts,2015,B,6.0
Massachusetts,2016,B,1.0
Massachusetts,2017,B,2.0
Massachusetts,2018,B,3.0
Massachusetts,2019,B,20.0
Massachusetts,2020,B,0.0
Massachusetts,2021,B,0.0
Massachusetts,2022,B,2.0
Massachusetts,2023,B,5.0
Massachusetts,2024,B,144.0
Michigan,2015,B,6.0
Michigan,2016,B,29.0
Michigan,2017,B,58.0
Michigan,2018,B,13.0
Michigan,2019,B,95.0
Michigan,2020,B,5.0
Michigan,2021,B,2.0
Michigan,2022,B,6.0
Michigan,2023,B,13.0
Michigan,2024,B,5.0
Minnesota,2015,B,2.0
Minnesota,2016,B,2.0
Minnesota,2017,B,2.0
Minnesota,2018,B,0.0
Minnesota,2019,B,13.0
Minnesota,2020,B,3.0
Minnesota,2021,B,0.0
Minnesota,2022,B,1.0
Minnesota,2023,B,26.0
Minnesota,2024,B,6.0
Mississippi,2015,B,0.0
Mississippi,2016,B,1.0
Mississippi,2017,B,2.0
Mississippi,2018,B,0.0
Mississippi,2019,B,1.0
Mississippi,2020,B,0.0
Mississippi,2021,B,0.0
Mississippi,2022,B,0.0
Mississippi,2023,B,4.0
Mississippi,2024,B,1.0
Missouri,2015,B,0.0
Missouri,2016,B,0.0
Missouri,2017,B,0.0
Missouri,2018,B,1.0
Missouri,2019,B,45.0
Missouri,2020,B,0.0
Missouri,2021,B,1.0
Missouri,2022,B,0.0
Missouri,2023,B,3.0
Missouri,2024,B,14.0
Montana,2015,B,31.0
Montana,2016,B,4.0
Montana,2017,B,6.0
Montana,2018,B,6.0
Montana,2019,B,6.0
Montana,2020,B,0.0
Montana,2021,B,0.0
Montana,2022,B,0.0
Montana,2023,B,1.0
Montana,2024,B,1.0
Nebraska,2015,B,12.0
Nebraska,2016,B,8.0
Nebraska,2017,B,9.0
Nebraska,2018,B,0.0
Nebraska,2019,B,14.0
Nebraska,2020,B,8.0
Nebraska,2021,B,2.0
Nebraska,2022,B,7.0
Nebraska,2023,B,22.0
Nebraska,2024,B,16.0
Nevada,2015,B,26.0
Nevada,2016,B,5.0
Nevada,2017,B,4.0
Nevada,2018,B,0.0
Nevada,2019,B,158.0
Nevada,2020,B,14.0
Nevada,2021,B,7.0
Nevada,2022,B,5.0
Nevada,2023,B,525.0
Nevada,2024,B,1.0
New Hampshire,2015,B,0.0
New Hampshire,2016,B,1.0
New Hampshire,2017,B,1.0
New Hampshire,2018,B,0.0
New Hampshire,2019,B,1.0
New Hampshire,2020,B,0.0
New Hampshire,2021,B,0.0
New Hampshire,2022,B,1.0
New Hampshire,2023,B,16.0
New Hampshire,2024,B,18.0
New Jersey,2015,B,105.0
New Jersey,2016,B,74.0
New Jersey,2017,B,180.0
New Jersey,2018,B,1.0
New Jersey,2019,B,44.0
New Jersey,2020,B,0.0
New Jersey,2021,B,2.0
New Jersey,2022,B,15.0
New Jersey,2023,B,38.0
New Jersey,2024,B,10.0
New Mexico,2015,B,103.0
New Mexico,2016,B,2.0
New Mexico,2017,B,28.0
New Mexico,2018,B,0.0
New Mexico,2019,B,27.0
New Mexico,2020,B,0.0
New Mexico,2021,B,2.0
New Mexico,2022,B,3.0
New Mexico,2023,B,4.0
New Mexico,2024,B,0.0
New York,2015,B,32.0
New York,2016,B,56.0
New York,2017,B,153.0
New York,2018,B,14.0
New York,2019,B,214.0
New York,2020,B,7.0
New York,2021,B,5.0
New York,2022,B,44.0
New York,2023,B,45.0
New York,2024,B,50.0
New York City,2015,B,0.0
New York City,2016,B,0.0
New York City,2017,B,0.0
New York City,2018,B,0.0
New York City,2019,B,0.0
New York City,2020,B,0.0
New York City,2021,B,0.0
New York City,2022,B,0.0
New York City,2023,B,0.0
New York City,2024,B,0.0
North Carolina,2015,B,5.0
North Carolina,2016,B,8.0
North Carolina,2017,B,10.0
North Carolina,2018,B,0.0
North Carolina,2019,B,36.0
North Carolina,2020,B,1.0
North Carolina,2021,B,0.0
North Carolina,2022,B,0.0
North Carolina,2023,B,0.0
North Carolina,2024,B,2.0
North Dakota,2015,B,0.0
North Dakota,2016,B,10.0
North Dakota,2017,B,8.0
North Dakota,2018,B,2.0
North Dakota,2019,B,60.0
North Dakota,2020,B,0.0
North Dakota,2021,B,0.0
North Dakota,2022,B,0.0
North Dakota,2023,B,7.0
North Dakota,2024,B,7.0
Ohio,2015,B,9.0
