Year,Week,Total_Specimens,Total_A,Total_B,Percent_Positive,Data_Type,Total_A_H1,Total_A_H3,Weighted_ILI
2023,15,61439,281.0,342,1.01401,Clinical_Labs,,,2.01047
2023,16,56701,209.0,266,0.837728,Clinical_Labs,,,1.90776
2023,17,53442,221.0,289,0.954306,Clinical_Labs,,,1.90393
2023,18,52888,199.0,300,0.943503,Clinical_Labs,,,1.93608
2023,19,54713,198.0,359,1.01804,Clinical_Labs,,,1.90846
2023,20,47958,192.0,372,1.17603,Clinical_Labs,,,1.88236
2023,21,44133,225.0,302,1.19412,Clinical_Labs,,,1.83328
2023,22,42516,250.0,305,1.30539,Clinical_Labs,,,1.83857
2023,23,39470,224.0,208,1.0945,Clinical_Labs,,,1.57748
2023,24,35938,212.0,186,1.10746,Clinical_Labs,,,1.48614
2023,25,32938,190.0,122,0.947234,Clinical_Labs,,,1.36472
2023,26,30331,221.0,114,1.10448,Clinical_Labs,,,1.27095
2023,27,30289,268.0,98,1.20836,Clinical_Labs,,,1.22553
2023,28,30661,187.0,119,0.998011,Clinical_Labs,,,1.15793
2023,29,30857,200.0,108,0.998153,Clinical_Labs,,,1.12685
2023,30,31387,183.0,129,0.994042,Clinical_Labs,,,1.16805
2023,31,32425,203.0,142,1.06399,Clinical_Labs,,,1.20299
2023,32,36133,184.0,125,0.855174,Clinical_Labs,,,1.27357
2023,33,40456,212.0,151,0.897271,Clinical_Labs,,,1.44821
2023,34,47416,233.0,132,0.769782,Clinical_Labs,,,1.70391
2023,35,53059,266.0,115,0.718069,Clinical_Labs,,,1.93305
2023,36,55332,262.0,126,0.701222,Clinical_Labs,,,2.00204
2023,37,58288,314.0,148,0.792616,Clinical_Labs,,,1.94047
2023,38,61602,347.0,217,0.915555,Clinical_Labs,,,2.03761
2023,39,61810,360.0,217,0.933506,Clinical_Labs,,,2.08992
2023,40,64939,430.0,285,1.10103,Clinical_Labs,,,2.27793
2023,41,65514,594.0,290,1.34933,Clinical_Labs,,,2.33671
2023,42,66801,693.0,318,1.51345,Clinical_Labs,,,2.52187
2023,43,69229,862.0,393,1.81282,Clinical_Labs,,,2.7123
2023,44,77193,1456.0,566,2.61941,Clinical_Labs,,,2.94534
2023,45,92301,2582.0,1072,3.95879,Clinical_Labs,,,3.40907
2023,46,100657,3647.0,1250,4.86504,Clinical_Labs,,,3.68972
2023,47,95965,4334.0,1347,5.91987,Clinical_Labs,,,3.92848
2023,48,118752,6571.0,1705,6.96915,Clinical_Labs,,,4.03342
2023,49,126299,10169.0,2207,9.79897,Clinical_Labs,,,4.38274
2023,50,138909,15256.0,3340,13.3872,Clinical_Labs,,,5.1835
2023,51,155722,22285.0,4688,17.3213,Clinical_Labs,,,6.22917
2023,52,153922,22917.0,5035,18.1605,Clinical_Labs,,,6.7957
2024,1,137969,15374.0,3666,13.8031,Clinical_Labs,,,5.71368
2024,2,130403,14376.0,3706,13.867,Clinical_Labs,,,4.65928
2024,3,116068,13213.0,4084,14.9059,Clinical_Labs,,,4.3245
2024,4,120481,14151.0,5283,16.1303,Clinical_Labs,,,4.22931
2024,5,123949,13525.0,6687,16.3067,Clinical_Labs,,,4.41989
2024,6,124097,12145.0,7526,15.8521,Clinical_Labs,,,4.45634
2024,7,120149,11042.0,7662,15.5673,Clinical_Labs,,,4.35464
2024,8,118107,10143.0,8185,15.5181,Clinical_Labs,,,4.33678
2024,9,109663,8944.0,7447,14.9467,Clinical_Labs,,,4.05611
2024,10,103198,7780.0,6901,14.2261,Clinical_Labs,,,3.71978
2024,11,97623,5798.0,5840,11.9214,Clinical_Labs,,,3.39628
2024,12,90497,4766.0,4612,10.3628,Clinical_Labs,,,3.0858
2024,13,86150,4001.0,3884,9.15264,Clinical_Labs,,,2.9714
2024,14,81799,3243.0,2923,7.53799,Clinical_Labs,,,2.76565
2024,15,77973,2389.0,2128,5.79303,Clinical_Labs,,,2.53804
2024,16,71822,1866.0,1551,4.7576,Clinical_Labs,,,2.24764
2024,17,70211,1496.0,1172,3.79997,Clinical_Labs,,,2.19003
2024,18,60132,1106.0,816,3.1963,Clinical_Labs,,,2.0989
2024,19,54075,807.0,451,2.3264,Clinical_Labs,,,2.00353
2024,20,52042,595.0,354,1.82353,Clinical_Labs,,,1.97624
2024,21,50362,538.0,288,1.64013,Clinical_Labs,,,1.90643
2024,22,45394,562.0,182,1.63898,Clinical_Labs,,,1.87634
2024,23,43789,503.0,145,1.47982,Clinical_Labs,,,1.66026
2024,24,41945,425.0,113,1.28263,Clinical_Labs,,,1.58147
2024,25,39787,341.0,76,1.04808,Clinical_Labs,,,1.49219
2024,26,37950,294.0,44,0.890646,Clinical_Labs,,,1.46571
2024,27,38217,344.0,33,0.986472,Clinical_Labs,,,1.37621
2024,28,41312,304.0,39,0.830267,Clinical_Labs,,,1.45491
2024,29,41425,256.0,31,0.692818,Clinical_Labs,,,1.45267
2024,30,44143,239.0,27,0.602587,Clinical_Labs,,,1.52184
2024,31,45125,215.0,37,0.558449,Clinical_Labs,,,1.53512
2024,32,46583,199.0,27,0.485156,Clinical_Labs,,,1.53963
2024,33,50508,201.0,27,0.451414,Clinical_Labs,,,1.56538
2024,34,53810,205.0,30,0.436722,Clinical_Labs,,,1.76722
2024,35,59674,211.0,37,0.415591,Clinical_Labs,,,1.93367
2024,36,59672,234.0,29,0.440743,Clinical_Labs,,,1.91961
2024,37,62349,271.0,26,0.476351,Clinical_Labs,,,1.95498
2024,38,63235,295.0,41,0.531351,Clinical_Labs,,,1.95298
2024,39,57421,244.0,60,0.529423,Clinical_Labs,,,1.93469
2024,40,66166,390.0,56,0.674062,Clinical_Labs,,,1.95616
2024,41,69718,414.0,54,0.671276,Clinical_Labs,,,2.07202
2024,42,72766,465.0,63,0.725614,Clinical_Labs,,,2.10974
2024,43,75603,644.0,86,0.96557,Clinical_Labs,,,2.26294
2024,44,75177,843.0,74,1.21979,Clinical_Labs,,,2.36488
2024,45,76717,1088.0,84,1.52769,Clinical_Labs,,,2.53252
2024,46,81959,1604.0,126,2.11081,Clinical_Labs,,,2.74219
2024,47,86735,2291.0,167,2.83392,Clinical_Labs,,,2.95469
2024,48,83810,3122.0,187,3.94822,Clinical_Labs,,,3.22461
2024,49,98301,4837.0,261,5.18611,Clinical_Labs,,,3.36749
2024,50,106220,8760.0,368,8.59349,Clinical_Labs,,,3.81411
2024,51,123540,17004.0,513,14.1792,Clinical_Labs,,,4.95245
2024,52,130385,23216.0,612,18.2751,Clinical_Labs,,,6.77789
2025,1,138730,24614.0,660,18.2181,Clinical_Labs,,,6.34539
2025,2,133713,23900.0,700,18.3976,Clinical_Labs,,,5.36549
2025,3,141593,32808.0,926,23.8246,Clinical_Labs,,,5.76829
2025,4,147898,41255.0,1292,28.7678,Clinical_Labs,,,6.98566
2025,5,173660,52889.0,2110,31.6705,Clinical_Labs,,,7.75162
2025,6,178095,53042.0,2898,31.4102,Clinical_Labs,,,7.82516
2025,7,160299,41462.0,3169,27.8423,Clinical_Labs,,,6.92877
2025,8,144737,30155.0,3607,23.3264,Clinical_Labs,,,5.95217
2025,9,132612,22205.0,3592,19.453,Clinical_Labs,,,4.91674
2025,10,114538,14515.0,3635,15.8463,Clinical_Labs,,,4.28468
2025,11,94105,8771.0,3581,13.1258,Clinical_Labs,,,3.8699
2025,12,78062,4961.0,3397,10.7069,Clinical_Labs,,,3.29071
2000,40,1387,,1,0.0720981,Combined_Labs,0.0,0.0,1.04113
2000,41,1490,,0,0.268456,Combined_Labs,2.0,0.0,1.2871
2000,42,1691,,2,0.236546,Combined_Labs,1.0,0.0,1.28299
2000,43,1683,,2,0.831848,Combined_Labs,7.0,3.0,1.34081
2000,44,1964,,3,0.814664,Combined_Labs,10.0,1.0,1.0555
2000,45,1862,,7,1.98711,Combined_Labs,24.0,1.0,1.14136
2000,46,2183,,13,1.96977,Combined_Labs,17.0,1.0,1.44111
2000,47,2201,,24,3.49841,Combined_Labs,20.0,2.0,1.95735
2000,48,2505,,36,3.91218,Combined_Labs,31.0,1.0,1.61928
2000,49,2841,,41,5.66702,Combined_Labs,51.0,3.0,1.7844
2000,50,3275,,55,6.90076,Combined_Labs,61.0,3.0,2.34423
2000,51,3370,,103,11.6914,Combined_Labs,114.0,2.0,2.69528
2000,52,3310,,132,13.8671,Combined_Labs,118.0,0.0,3.8618
2001,1,3821,,167,13.3735,Combined_Labs,147.0,5.0,3.505
2001,2,4563,,275,17.7953,Combined_Labs,203.0,5.0,3.43804
2001,3,5121,,373,22.1051,Combined_Labs,257.0,2.0,4.3928
2001,4,5729,,489,23.2152,Combined_Labs,286.0,5.0,4.21339
2001,5,5914,,524,20.9334,Combined_Labs,258.0,1.0,4.35364
2001,6,5619,,587,18.9891,Combined_Labs,186.0,3.0,3.69969
2001,7,4920,,470,15.4268,Combined_Labs,101.0,4.0,2.81921
2001,8,4571,,437,13.9357,Combined_Labs,74.0,5.0,2.55294
2001,9,4321,,377,11.4557,Combined_Labs,41.0,7.0,1.90167
2001,10,3793,,197,7.19747,Combined_Labs,36.0,1.0,1.68033
2001,11,3368,,152,5.90855,Combined_Labs,24.0,2.0,1.6254
2001,12,3132,,153,5.77905,Combined_Labs,6.0,3.0,1.45957
2001,13,2788,,96,4.3759,Combined_Labs,16.0,1.0,1.32376
2001,14,2386,,68,3.26907,Combined_Labs,5.0,0.0,0.920073
2001,15,2020,,37,2.22772,Combined_Labs,0.0,1.0,0.779257
2001,16,1825,,44,2.57534,Combined_Labs,2.0,0.0,0.991303
2001,17,1640,,21,1.28049,Combined_Labs,0.0,0.0,0.82693
2001,18,1528,,8,0.589005,Combined_Labs,0.0,0.0,0.588952
2001,19,1359,,6,0.515085,Combined_Labs,0.0,0.0,0.605586
2001,20,1317,,9,0.683371,Combined_Labs,0.0,0.0,0.49434
2001,21,1125,,0,0.0888889,Combined_Labs,0.0,0.0,0.0
2001,22,977,,0,0.204708,Combined_Labs,0.0,0.0,0.0
2001,23,523,,0,0.191205,Combined_Labs,1.0,0.0,0.0
2001,24,38,,0,2.63158,Combined_Labs,0.0,0.0,0.0
2001,25,50,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,26,52,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,27,23,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,28,37,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,29,22,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,30,26,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,31,24,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,32,24,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,33,43,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,34,34,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,35,16,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,36,19,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,37,9,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,38,7,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,39,0,,0,0.0,Combined_Labs,0.0,0.0,0.0
2001,40,1154,,1,0.693241,Combined_Labs,0.0,4.0,1.41046
2001,41,1415,,0,0.353357,Combined_Labs,0.0,2.0,1.77019
2001,42,1468,,0,0.544959,Combined_Labs,0.0,3.0,1.61904
2001,43,1583,,0,1.07391,Combined_Labs,0.0,9.0,1.77065
2001,44,1704,,0,0.762911,Combined_Labs,1.0,6.0,1.93891
2001,45,1843,,0,0.705372,Combined_Labs,0.0,12.0,1.63439
2001,46,2096,,1,2.19466,Combined_Labs,0.0,37.0,1.90363
2001,47,2052,,3,1.60819,Combined_Labs,0.0,25.0,1.80556
2001,48,2401,,1,3.08205,Combined_Labs,0.0,50.0,1.75506
2001,49,2331,,5,3.5607,Combined_Labs,1.0,34.0,1.53023
2001,50,2434,,2,4.60148,Combined_Labs,2.0,39.0,1.46161
2001,51,2915,,4,5.7976,Combined_Labs,3.0,44.0,1.96048
2001,52,2621,,1,8.39374,Combined_Labs,0.0,51.0,2.20435
2002,1,3531,,2,9.74228,Combined_Labs,0.0,108.0,2.1348
2002,2,3900,,6,13.8462,Combined_Labs,0.0,144.0,1.89441
2002,3,4696,,5,19.7402,Combined_Labs,1.0,268.0,2.83109
2002,4,5816,,12,21.3721,Combined_Labs,4.0,387.0,3.30481
2002,5,6466,,24,22.7962,Combined_Labs,3.0,450.0,3.61063
2002,6,7191,,19,22.7924,Combined_Labs,6.0,613.0,3.42799
2002,7,7572,,28,23.8642,Combined_Labs,4.0,615.0,3.76715
2002,8,7358,,68,24.9117,Combined_Labs,11.0,538.0,3.60018
2002,9,6217,,86,22.921,Combined_Labs,8.0,384.0,3.20024
2002,10,5368,,136,21.1811,Combined_Labs,7.0,264.0,2.92633
2002,11,4337,,166,18.5151,Combined_Labs,6.0,156.0,2.85857
2002,12,3763,,210,15.1209,Combined_Labs,2.0,103.0,2.34745
2002,13,3332,,284,13.7455,Combined_Labs,3.0,44.0,2.23498
2002,14,2660,,235,12.406,Combined_Labs,3.0,20.0,1.99355
2002,15,2329,,192,10.863,Combined_Labs,4.0,17.0,1.37168
2002,16,2001,,226,13.0935,Combined_Labs,6.0,18.0,1.27033
2002,17,1820,,138,8.57143,Combined_Labs,1.0,9.0,0.999331
2002,18,1643,,149,10.2252,Combined_Labs,1.0,11.0,1.172
2002,19,1655,,140,8.76133,Combined_Labs,1.0,0.0,1.03472
2002,20,1467,,86,5.99864,Combined_Labs,1.0,0.0,0.703599
2002,21,1302,,61,4.91551,Combined_Labs,0.0,0.0,0.0
2002,22,995,,34,3.61809,Combined_Labs,0.0,0.0,0.0
2002,23,948,,25,2.74262,Combined_Labs,0.0,0.0,0.0
2002,24,850,,7,0.823529,Combined_Labs,0.0,0.0,0.0
2002,25,692,,2,0.289017,Combined_Labs,0.0,0.0,0.0
2002,26,700,,4,0.571429,Combined_Labs,0.0,0.0,0.0
2002,27,490,,2,0.408163,Combined_Labs,0.0,0.0,0.0
2002,28,591,,1,0.169205,Combined_Labs,0.0,0.0,0.0
2002,29,578,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,30,601,,1,0.332779,Combined_Labs,0.0,0.0,0.0
2002,31,530,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,32,566,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,33,516,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,34,533,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,35,588,,1,0.170068,Combined_Labs,0.0,0.0,0.0
2002,36,482,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,37,561,,0,0.0,Combined_Labs,0.0,0.0,0.0
2002,38,475,,1,0.631579,Combined_Labs,0.0,1.0,0.0
2002,39,391,,2,0.511509,Combined_Labs,0.0,0.0,0.0
2002,40,1443,,0,0.0,Combined_Labs,0.0,0.0,1.22262
2002,41,1517,,1,0.197759,Combined_Labs,1.0,0.0,1.33344
2002,42,1590,,0,0.0,Combined_Labs,0.0,0.0,1.31929
2002,43,1774,,1,0.338219,Combined_Labs,4.0,0.0,1.49484
2002,44,1636,,3,0.366748,Combined_Labs,0.0,0.0,1.47195
2002,45,1988,,3,0.251509,Combined_Labs,0.0,2.0,1.58094
2002,46,2107,,4,0.474608,Combined_Labs,0.0,0.0,1.49426
2002,47,2091,,16,1.05213,Combined_Labs,2.0,0.0,1.40569
2002,48,1900,,6,0.789474,Combined_Labs,1.0,3.0,1.6141
2002,49,2414,,28,1.657,Combined_Labs,4.0,3.0,1.45967
2002,50,2493,,73,3.89089,Combined_Labs,8.0,2.0,1.59896
2002,51,2910,,146,6.56357,Combined_Labs,17.0,3.0,2.16697
2002,52,2368,,119,6.75676,Combined_Labs,17.0,6.0,2.57842
2003,1,2632,,82,5.6231,Combined_Labs,27.0,8.0,2.38636
2003,2,2828,,134,8.80481,Combined_Labs,50.0,19.0,1.73621
2003,3,3108,,202,11.4865,Combined_Labs,68.0,11.0,2.06296
2003,4,3352,,276,16.3186,Combined_Labs,105.0,24.0,2.58113
2003,5,4166,,413,20.4993,Combined_Labs,173.0,53.0,2.93909
2003,6,4874,,598,26.3644,Combined_Labs,279.0,76.0,3.22539
2003,7,4676,,517,25.3208,Combined_Labs,253.0,115.0,3.06982
2003,8,4416,,368,22.5543,Combined_Labs,253.0,126.0,3.20044
2003,9,4348,,357,22.2171,Combined_Labs,275.0,101.0,2.44888
2003,10,3633,,214,18.6898,Combined_Labs,199.0,87.0,2.1344
2003,11,3422,,175,17.1245,Combined_Labs,175.0,62.0,1.99866
2003,12,3435,,124,14.6434,Combined_Labs,169.0,77.0,1.93849
2003,13,2820,,71,9.96454,Combined_Labs,90.0,29.0,1.41293
2003,14,2352,,41,8.54592,Combined_Labs,40.0,32.0,1.23472
2003,15,2131,,16,5.1619,Combined_Labs,24.0,23.0,1.20005
2003,16,1777,,23,5.00844,Combined_Labs,13.0,20.0,0.910135
2003,17,1406,,11,4.12518,Combined_Labs,9.0,20.0,0.932265
2003,18,1222,,20,5.56465,Combined_Labs,16.0,16.0,0.692175
2003,19,1121,,10,2.49777,Combined_Labs,6.0,7.0,0.669406
2003,20,931,,6,2.04082,Combined_Labs,7.0,3.0,0.727705
2003,21,872,,7,1.83486,Combined_Labs,3.0,5.0,0.717701
2003,22,705,,4,0.851064,Combined_Labs,0.0,2.0,0.789394
2003,23,721,,8,1.80305,Combined_Labs,3.0,0.0,0.722129
2003,24,683,,4,1.02489,Combined_Labs,0.0,3.0,0.591326
2003,25,551,,2,0.725953,Combined_Labs,0.0,1.0,0.52307
2003,26,439,,0,0.455581,Combined_Labs,1.0,1.0,0.450236
2003,27,643,,0,0.155521,Combined_Labs,0.0,1.0,0.397421
2003,28,632,,0,0.474684,Combined_Labs,0.0,2.0,0.448002
2003,29,697,,0,0.573888,Combined_Labs,0.0,4.0,0.474767
2003,30,636,,0,0.628931,Combined_Labs,0.0,4.0,0.453251
2003,31,632,,1,1.26582,Combined_Labs,0.0,7.0,0.352158
2003,32,632,,0,0.316456,Combined_Labs,0.0,2.0,0.525322
2003,33,761,,0,0.394218,Combined_Labs,0.0,2.0,0.492991
2003,34,649,,0,0.0,Combined_Labs,0.0,0.0,0.542728
2003,35,672,,0,0.0,Combined_Labs,0.0,0.0,0.490347
2003,36,512,,0,0.390625,Combined_Labs,0.0,0.0,0.735914
2003,37,604,,0,0.165563,Combined_Labs,0.0,1.0,0.581771
2003,38,535,,0,0.373832,Combined_Labs,0.0,1.0,0.654162
2003,39,414,,0,0.0,Combined_Labs,0.0,0.0,0.749504
2003,40,1430,,1,1.53846,Combined_Labs,0.0,2.0,0.884021
2003,41,1682,,0,4.57788,Combined_Labs,0.0,3.0,1.02773
2003,42,2176,,1,11.6268,Combined_Labs,0.0,17.0,1.28296
2003,43,2568,,4,17.8349,Combined_Labs,0.0,56.0,1.32661
2003,44,2753,,0,19.4333,Combined_Labs,0.0,100.0,1.77304
2003,45,3553,,3,24.2612,Combined_Labs,1.0,273.0,2.43814
2003,46,4595,,2,28.0958,Combined_Labs,0.0,381.0,2.72605
2003,47,5942,,8,33.1202,Combined_Labs,0.0,585.0,3.73192
2003,48,6479,,10,34.743,Combined_Labs,0.0,489.0,4.54894
2003,49,9598,,32,34.0592,Combined_Labs,0.0,977.0,5.39906
2003,50,12422,,29,32.9255,Combined_Labs,0.0,1401.0,7.38735
2003,51,11783,,20,30.7986,Combined_Labs,0.0,1084.0,7.48097
2003,52,9748,,16,24.7333,Combined_Labs,0.0,569.0,7.62797
2003,53,8461,,12,20.104,Combined_Labs,0.0,463.0,5.14051
2004,1,6936,,9,12.4279,Combined_Labs,0.0,280.0,2.89129
2004,2,5411,,5,9.33284,Combined_Labs,0.0,169.0,2.10429
2004,3,4329,,3,6.00601,Combined_Labs,0.0,96.0,1.88696
2004,4,4166,,3,3.98464,Combined_Labs,0.0,93.0,1.7766
2004,5,3661,,2,2.9227,Combined_Labs,1.0,46.0,1.46001
2004,6,3530,,5,1.84136,Combined_Labs,0.0,24.0,1.37787
2004,7,3136,,8,1.78571,Combined_Labs,0.0,29.0,1.30532
2004,8,2559,,12,1.48496,Combined_Labs,0.0,16.0,1.08691
2004,9,2651,,8,0.678989,Combined_Labs,0.0,4.0,0.991888
2004,10,2369,,6,0.590967,Combined_Labs,0.0,2.0,1.02765
2004,11,2239,,2,0.580616,Combined_Labs,0.0,4.0,1.0579
2004,12,1801,,15,1.33259,Combined_Labs,0.0,5.0,0.849361
2004,13,1850,,9,0.918919,Combined_Labs,0.0,3.0,0.747127
2004,14,1778,,8,0.506187,Combined_Labs,0.0,0.0,0.661708
2004,15,1564,,12,0.959079,Combined_Labs,0.0,0.0,0.679514
2004,16,1449,,11,1.65631,Combined_Labs,0.0,2.0,0.633071
2004,17,1377,,7,0.798838,Combined_Labs,0.0,0.0,0.569894
2004,18,1298,,6,0.693374,Combined_Labs,0.0,0.0,0.591357
2004,19,1241,,2,0.16116,Combined_Labs,0.0,0.0,0.589044
2004,20,1105,,3,0.361991,Combined_Labs,0.0,0.0,0.67864
2004,21,1055,,3,0.56872,Combined_Labs,0.0,1.0,0.637558
2004,22,823,,4,0.72904,Combined_Labs,0.0,0.0,0.813309
2004,23,793,,2,0.37831,Combined_Labs,0.0,0.0,0.834551
2004,24,844,,2,0.236967,Combined_Labs,0.0,0.0,0.616174
2004,25,741,,1,0.404858,Combined_Labs,0.0,1.0,0.513286
2004,26,730,,2,0.410959,Combined_Labs,0.0,1.0,0.351881
2004,27,573,,1,0.17452,Combined_Labs,0.0,0.0,0.542621
2004,28,746,,2,0.268097,Combined_Labs,0.0,0.0,0.581036
2004,29,563,,2,0.35524,Combined_Labs,0.0,0.0,0.495486
2004,30,671,,0,0.0,Combined_Labs,0.0,0.0,0.61209
2004,31,628,,1,0.318471,Combined_Labs,0.0,1.0,0.531491
2004,32,620,,0,0.16129,Combined_Labs,0.0,1.0,0.519987
2004,33,647,,1,0.15456,Combined_Labs,0.0,0.0,0.574476
2004,34,823,,1,0.486027,Combined_Labs,0.0,0.0,0.663175
2004,35,827,,0,0.483676,Combined_Labs,0.0,4.0,0.614691
2004,36,822,,3,0.364964,Combined_Labs,0.0,0.0,0.656823
2004,37,907,,2,0.771775,Combined_Labs,0.0,1.0,0.723016
2004,38,890,,1,0.449438,Combined_Labs,0.0,2.0,0.691857
2004,39,919,,2,1.52339,Combined_Labs,0.0,4.0,0.782758
2004,40,1860,,4,0.645161,Combined_Labs,0.0,5.0,0.982275
2004,41,2154,,1,0.649954,Combined_Labs,0.0,10.0,1.01821
2004,42,2412,,11,1.61692,Combined_Labs,0.0,16.0,1.1768
2004,43,2620,,7,1.22137,Combined_Labs,0.0,13.0,1.30121
2004,44,2771,,16,1.62396,Combined_Labs,0.0,19.0,1.27746
2004,45,3074,,24,2.01692,Combined_Labs,0.0,28.0,1.40387
2004,46,3310,,21,2.77946,Combined_Labs,0.0,41.0,1.40301
2004,47,3111,,21,1.96078,Combined_Labs,0.0,18.0,1.73975
2004,48,3826,,32,3.58076,Combined_Labs,0.0,65.0,1.56894
2004,49,3846,,32,5.0182,Combined_Labs,0.0,88.0,1.65927
2004,50,4359,,45,6.56114,Combined_Labs,1.0,114.0,1.81341
2004,51,4509,,54,11.7764,Combined_Labs,1.0,186.0,2.37626
2004,52,5807,,123,16.7556,Combined_Labs,0.0,340.0,2.77052
2005,1,6921,,166,18.5667,Combined_Labs,2.0,405.0,2.40064
2005,2,6646,,182,16.9425,Combined_Labs,2.0,308.0,2.54155
2005,3,6948,,212,21.3443,Combined_Labs,2.0,377.0,2.85871
2005,4,8010,,306,23.2959,Combined_Labs,1.0,514.0,3.55011
2005,5,8654,,424,26.8662,Combined_Labs,0.0,687.0,4.58591
2005,6,9684,,478,26.5489,Combined_Labs,2.0,640.0,5.05809
2005,7,10586,,613,25.5526,Combined_Labs,2.0,692.0,5.44151
2005,8,9710,,618,23.4604,Combined_Labs,1.0,524.0,4.4729
2005,9,8511,,520,19.9507,Combined_Labs,0.0,228.0,3.6752
2005,10,7580,,418,16.0422,Combined_Labs,0.0,163.0,3.3353
2005,11,6540,,471,16.9419,Combined_Labs,0.0,148.0,2.76224
2005,12,5928,,463,14.6592,Combined_Labs,0.0,103.0,2.46844
2005,13,5134,,343,11.044,Combined_Labs,3.0,54.0,2.00081
2005,14,3894,,212,9.11659,Combined_Labs,0.0,47.0,1.54319
2005,15,3339,,123,5.27104,Combined_Labs,0.0,14.0,1.50195
2005,16,2933,,75,4.19366,Combined_Labs,1.0,21.0,1.22918
2005,17,2570,,42,2.68482,Combined_Labs,0.0,12.0,1.21854
2005,18,2250,,33,2.26667,Combined_Labs,0.0,10.0,1.15832
2005,19,2136,,19,1.73221,Combined_Labs,0.0,13.0,1.249
2005,20,1889,,16,2.06458,Combined_Labs,0.0,20.0,1.16888
2005,21,1809,,19,1.71365,Combined_Labs,0.0,9.0,1.07888
2005,22,1682,,15,1.36742,Combined_Labs,0.0,5.0,1.23059
2005,23,1576,,8,0.761421,Combined_Labs,0.0,4.0,1.14747
2005,24,1514,,10,0.990753,Combined_Labs,0.0,3.0,1.00254
2005,25,1229,,5,0.895037,Combined_Labs,0.0,5.0,0.957569
2005,26,1215,,1,0.576132,Combined_Labs,0.0,0.0,0.894837
2005,27,1073,,4,0.465983,Combined_Labs,0.0,1.0,0.798205
2005,28,991,,2,0.201816,Combined_Labs,0.0,0.0,0.757812
2005,29,983,,2,0.305188,Combined_Labs,0.0,0.0,0.825963
2005,30,1124,,1,0.177936,Combined_Labs,0.0,1.0,0.744927
2005,31,1018,,0,0.0,Combined_Labs,0.0,0.0,0.787049
2005,32,964,,0,0.414938,Combined_Labs,0.0,3.0,0.684724
2005,33,989,,0,0.606673,Combined_Labs,1.0,0.0,0.747361
2005,34,1016,,0,0.393701,Combined_Labs,0.0,2.0,0.673974
2005,35,1054,,1,0.56926,Combined_Labs,0.0,2.0,0.869662
2005,36,1031,,0,0.0969932,Combined_Labs,0.0,1.0,0.899529
2005,37,1099,,1,0.454959,Combined_Labs,0.0,4.0,0.854635
2005,38,1280,,0,0.15625,Combined_Labs,0.0,2.0,1.01123
2005,39,1421,,1,0.492611,Combined_Labs,0.0,2.0,0.977808
2005,40,1894,,1,0.580781,Combined_Labs,0.0,6.0,1.17778
2005,41,2191,,2,0.547695,Combined_Labs,0.0,6.0,1.21947
2005,42,2349,,5,1.06428,Combined_Labs,0.0,12.0,1.3069
2005,43,2780,,2,0.503597,Combined_Labs,0.0,6.0,1.33931
2005,44,2890,,3,0.795848,Combined_Labs,0.0,13.0,1.58374
2005,45,3320,,7,1.29518,Combined_Labs,1.0,21.0,1.47072
2005,46,3861,,4,1.2173,Combined_Labs,2.0,18.0,1.6112
2005,47,3268,,3,1.59119,Combined_Labs,0.0,19.0,1.82699
2005,48,4056,,2,2.85996,Combined_Labs,1.0,57.0,1.77482
2005,49,3863,,8,5.53974,Combined_Labs,1.0,126.0,1.94451
2005,50,4618,,5,8.6401,Combined_Labs,0.0,269.0,2.35512
2005,51,5418,,11,12.7538,Combined_Labs,1.0,296.0,3.10878
2005,52,5829,,23,13.4843,Combined_Labs,2.0,336.0,3.28238
2006,1,6417,,24,11.7189,Combined_Labs,1.0,259.0,2.62914
2006,2,6378,,22,13.2173,Combined_Labs,4.0,297.0,2.2515
2006,3,6255,,29,14.1167,Combined_Labs,4.0,285.0,2.35858
2006,4,6732,,33,15.7308,Combined_Labs,4.0,308.0,2.41881
2006,5,7029,,74,16.688,Combined_Labs,6.0,314.0,2.52752
2006,6,7226,,142,17.9491,Combined_Labs,9.0,321.0,2.64954
2006,7,8105,,184,19.5682,Combined_Labs,17.0,372.0,3.12935
2006,8,7948,,242,20.4454,Combined_Labs,16.0,364.0,3.12442
